"film_id","actor_id","title","first_name","last_name","rental_duration","rental_rate","length","replacement_cost","rating"
675,106,"Phantom Glory","Groucho","Dunst",6,"2.99",60,"17.99","NC-17"
687,106,"Pocus Pulp","Groucho","Dunst",6,"0.99",138,"15.99","NC-17"
752,106,"Runner Madigan","Groucho","Dunst",6,"0.99",101,"27.99","NC-17"
763,106,"Satisfaction Confidential","Groucho","Dunst",3,"4.99",75,"26.99","G"
780,106,"Sensibility Rear","Groucho","Dunst",7,"4.99",98,"15.99","PG"
858,106,"Submarine Bed","Groucho","Dunst",5,"4.99",127,"21.99","R"
866,106,"Sunset Racer","Groucho","Dunst",6,"0.99",48,"28.99","NC-17"
881,106,"Temple Attraction","Groucho","Dunst",5,"4.99",71,"13.99","PG"
894,106,"Tomatoes Hellfighters","Groucho","Dunst",6,"0.99",68,"23.99","PG"
934,106,"Vanilla Day","Groucho","Dunst",7,"4.99",122,"20.99","NC-17"
62,107,"Bed Highball","Gina","Degeneres",5,"2.99",106,"23.99","NC-17"
112,107,"Calendar Gunfight","Gina","Degeneres",4,"4.99",120,"22.99","NC-17"
133,107,"Chamber Italian","Gina","Degeneres",7,"4.99",117,"14.99","NC-17"
136,107,"Chaplin License","Gina","Degeneres",7,"2.99",146,"26.99","NC-17"
138,107,"Chariots Conspiracy","Gina","Degeneres",5,"2.99",71,"29.99","R"
162,107,"Clueless Bucket","Gina","Degeneres",4,"2.99",95,"13.99","R"
165,107,"Coldblooded Darling","Gina","Degeneres",7,"4.99",70,"27.99","G"
172,107,"Coneheads Smoochy","Gina","Degeneres",7,"4.99",112,"12.99","NC-17"
209,107,"Darkness War","Gina","Degeneres",6,"2.99",99,"24.99","NC-17"
220,107,"Deer Virginian","Gina","Degeneres",7,"2.99",106,"13.99","NC-17"
239,107,"Dogma Family","Gina","Degeneres",5,"4.99",122,"16.99","G"
277,107,"Elephant Trojan","Gina","Degeneres",4,"4.99",126,"24.99","PG-13"
292,107,"Excitement Eve","Gina","Degeneres",3,"0.99",51,"20.99","G"
338,107,"Frisco Forrest","Gina","Degeneres",6,"4.99",51,"23.99","PG"
348,107,"Gandhi Kwai","Gina","Degeneres",7,"0.99",86,"9.99","PG-13"
369,107,"Goodfellas Salute","Gina","Degeneres",4,"4.99",56,"22.99","PG"
388,107,"Gunfight Moon","Gina","Degeneres",5,"0.99",70,"16.99","NC-17"
392,107,"Hall Cassidy","Gina","Degeneres",5,"4.99",51,"13.99","NC-17"
409,107,"Heartbreakers Bright","Gina","Degeneres",3,"4.99",59,"9.99","G"
430,107,"Hook Chariots","Gina","Degeneres",7,"0.99",49,"23.99","G"
445,107,"Hyde Doctor","Gina","Degeneres",5,"2.99",100,"11.99","G"
454,107,"Impact Aladdin","Gina","Degeneres",6,"0.99",180,"20.99","PG-13"
458,107,"Indian Love","Gina","Degeneres",4,"0.99",135,"26.99","NC-17"
467,107,"Intrigue Worst","Gina","Degeneres",6,"0.99",181,"10.99","G"
520,107,"License Weekend","Gina","Degeneres",7,"2.99",91,"28.99","NC-17"
534,107,"Louisiana Harry","Gina","Degeneres",5,"0.99",70,"18.99","PG-13"
548,107,"Magnificent Chitty","Gina","Degeneres",3,"2.99",53,"27.99","R"
571,107,"Metal Armageddon","Gina","Degeneres",6,"2.99",161,"26.99","PG-13"
574,107,"Midnight Westward","Gina","Degeneres",3,"0.99",86,"19.99","G"
603,107,"Movie Shakespeare","Gina","Degeneres",6,"4.99",53,"27.99","PG"
606,107,"Mummy Creatures","Gina","Degeneres",3,"0.99",160,"15.99","NC-17"
637,107,"Open African","Gina","Degeneres",7,"4.99",131,"16.99","PG"
774,107,"Searchers Wait","Gina","Degeneres",3,"2.99",182,"22.99","NC-17"
781,107,"Seven Swarm","Gina","Degeneres",4,"4.99",127,"15.99","R"
796,107,"Sierra Divide","Gina","Degeneres",3,"0.99",135,"12.99","NC-17"
831,107,"Spirited Casualties","Gina","Degeneres",5,"0.99",138,"20.99","PG-13"
849,107,"Storm Happiness","Gina","Degeneres",6,"0.99",57,"28.99","NC-17"
859,107,"Sugar Wonka","Gina","Degeneres",3,"4.99",114,"20.99","PG"
879,107,"Telegraph Voyage","Gina","Degeneres",3,"4.99",148,"20.99","PG"
905,107,"Trainspotting Strangers","Gina","Degeneres",7,"4.99",132,"10.99","PG-13"
973,107,"Wife Turn","Gina","Degeneres",3,"4.99",183,"27.99","NC-17"
977,107,"Window Side","Gina","Degeneres",3,"2.99",85,"25.99","R"
1,108,"Academy Dinosaur","Warren","Nolte",6,"0.99",86,"20.99","PG"
6,108,"Agent Truman","Warren","Nolte",3,"2.99",169,"17.99","PG"
9,108,"Alabama Devil","Warren","Nolte",3,"2.99",114,"21.99","PG-13"
137,108,"Charade Duffel","Warren","Nolte",3,"2.99",66,"21.99","PG"
208,108,"Dares Pluto","Warren","Nolte",7,"2.99",89,"16.99","PG-13"
219,108,"Deep Crusade","Warren","Nolte",6,"4.99",51,"20.99","PG-13"
242,108,"Doom Dancing","Warren","Nolte",4,"0.99",68,"13.99","R"
278,108,"Elf Murder","Warren","Nolte",4,"4.99",155,"19.99","NC-17"
302,108,"Fantasia Park","Warren","Nolte",5,"2.99",131,"29.99","G"
350,108,"Garden Island","Warren","Nolte",3,"4.99",80,"21.99","G"
378,108,"Greatest North","Warren","Nolte",5,"2.99",93,"24.99","NC-17"
379,108,"Greedy Roots","Warren","Nolte",7,"0.99",166,"14.99","R"
495,108,"Kentuckian Giant","Warren","Nolte",5,"2.99",169,"10.99","PG"
507,108,"Ladybugs Armageddon","Warren","Nolte",4,"0.99",113,"13.99","NC-17"
517,108,"Lesson Cleopatra","Warren","Nolte",3,"0.99",167,"28.99","NC-17"
561,108,"Mask Peach","Warren","Nolte",6,"2.99",123,"26.99","NC-17"
567,108,"Meet Chocolate","Warren","Nolte",3,"2.99",80,"26.99","G"
648,108,"Outlaw Hanky","Warren","Nolte",7,"4.99",148,"17.99","PG-13"
652,108,"Pajama Jawbreaker","Warren","Nolte",3,"0.99",126,"14.99","R"
655,108,"Panther Reds","Warren","Nolte",5,"4.99",109,"22.99","NC-17"
673,108,"Personal Ladybugs","Warren","Nolte",3,"0.99",118,"19.99","PG-13"
693,108,"Potter Connecticut","Warren","Nolte",5,"2.99",115,"16.99","PG"
696,108,"Pride Alamo","Warren","Nolte",6,"0.99",114,"20.99","NC-17"
702,108,"Pulp Beverly","Warren","Nolte",4,"2.99",89,"12.99","G"
721,108,"Reds Pocus","Warren","Nolte",7,"4.99",182,"23.99","PG-13"
733,108,"River Outlaw","Warren","Nolte",4,"0.99",149,"29.99","PG-13"
741,108,"Roman Punk","Warren","Nolte",7,"0.99",81,"28.99","NC-17"
744,108,"Roots Remember","Warren","Nolte",4,"0.99",89,"23.99","PG-13"
887,108,"Thief Pelican","Warren","Nolte",5,"4.99",135,"28.99","PG-13"
892,108,"Titanic Boondock","Warren","Nolte",3,"4.99",104,"18.99","R"
894,108,"Tomatoes Hellfighters","Warren","Nolte",6,"0.99",68,"23.99","PG"
920,108,"Unbreakable Karate","Warren","Nolte",3,"0.99",62,"16.99","G"
958,108,"Wardrobe Phantom","Warren","Nolte",6,"2.99",178,"19.99","G"
966,108,"Wedding Apollo","Warren","Nolte",3,"0.99",70,"14.99","PG"
12,109,"Alaska Phantom","Sylvester","Dern",6,"0.99",136,"22.99","PG"
48,109,"Backlash Undefeated","Sylvester","Dern",3,"4.99",118,"24.99","PG-13"
77,109,"Birds Perdition","Sylvester","Dern",5,"4.99",61,"15.99","G"
157,109,"Clockwork Paradise","Sylvester","Dern",7,"0.99",143,"29.99","PG-13"
174,109,"Confidential Interview","Sylvester","Dern",6,"4.99",180,"13.99","NC-17"
190,109,"Creepers Kane","Sylvester","Dern",5,"4.99",172,"23.99","NC-17"
243,109,"Doors President","Sylvester","Dern",3,"4.99",49,"22.99","NC-17"
281,109,"Encino Elf","Sylvester","Dern",6,"0.99",143,"9.99","G"
393,109,"Halloween Nuts","Sylvester","Dern",6,"2.99",47,"19.99","PG-13"
463,109,"Instinct Airport","Sylvester","Dern",4,"2.99",116,"21.99","PG"
622,109,"Newsies Story","Sylvester","Dern",4,"0.99",159,"25.99","G"
657,109,"Paradise Sabrina","Sylvester","Dern",5,"2.99",48,"12.99","PG-13"
694,109,"Prejudice Oleander","Sylvester","Dern",6,"4.99",98,"15.99","PG-13"
700,109,"Prix Undefeated","Sylvester","Dern",4,"2.99",115,"13.99","R"
732,109,"Rings Heartbreakers","Sylvester","Dern",5,"0.99",58,"17.99","G"
753,109,"Rush Goodfellas","Sylvester","Dern",3,"0.99",48,"20.99","PG"
785,109,"Shawshank Bubble","Sylvester","Dern",6,"4.99",80,"20.99","PG"
786,109,"Shepherd Midsummer","Sylvester","Dern",7,"0.99",113,"14.99","R"
863,109,"Sun Confessions","Sylvester","Dern",5,"0.99",141,"9.99","R"
885,109,"Texas Watch","Sylvester","Dern",7,"0.99",179,"22.99","NC-17"
955,109,"Walls Artist","Sylvester","Dern",7,"4.99",135,"19.99","PG"
967,109,"Weekend Personal","Sylvester","Dern",5,"2.99",134,"26.99","R"
8,110,"Airport Pollock","Susan","Davis",6,"4.99",54,"15.99","R"
27,110,"Anonymous Human","Susan","Davis",7,"0.99",179,"12.99","NC-17"
62,110,"Bed Highball","Susan","Davis",5,"2.99",106,"23.99","NC-17"
120,110,"Caribbean Liberty","Susan","Davis",3,"4.99",92,"16.99","NC-17"
126,110,"Casualties Encino","Susan","Davis",3,"4.99",179,"16.99","G"
156,110,"Clerks Angels","Susan","Davis",3,"4.99",164,"15.99","G"
292,110,"Excitement Eve","Susan","Davis",3,"0.99",51,"20.99","G"
343,110,"Full Flatliners","Susan","Davis",6,"2.99",94,"14.99","PG"
360,110,"Glass Dying","Susan","Davis",4,"0.99",103,"24.99","G"
369,110,"Goodfellas Salute","Susan","Davis",4,"4.99",56,"22.99","PG"
435,110,"Hotel Happiness","Susan","Davis",6,"4.99",181,"28.99","PG-13"
513,110,"Leathernecks Dwarfs","Susan","Davis",6,"2.99",153,"21.99","PG-13"
525,110,"Loathing Legally","Susan","Davis",4,"0.99",140,"29.99","R"
539,110,"Luck Opus","Susan","Davis",7,"2.99",152,"21.99","NC-17"
545,110,"Madness Attacks","Susan","Davis",4,"0.99",178,"14.99","PG-13"
625,110,"None Spiking","Susan","Davis",3,"0.99",83,"18.99","NC-17"
650,110,"Pacific Amistad","Susan","Davis",3,"0.99",144,"27.99","G"
801,110,"Sister Freddy","Susan","Davis",5,"4.99",152,"19.99","PG-13"
912,110,"Trojan Tomorrow","Susan","Davis",3,"2.99",52,"9.99","PG"
961,110,"Wash Heavenly","Susan","Davis",7,"4.99",161,"22.99","R"
987,110,"Words Hunter","Susan","Davis",3,"2.99",116,"13.99","PG"
61,111,"Beauty Grease","Cameron","Zellweger",5,"4.99",175,"28.99","G"
78,111,"Blackout Private","Cameron","Zellweger",7,"2.99",85,"12.99","PG"
98,111,"Bright Encounters","Cameron","Zellweger",4,"4.99",73,"12.99","PG-13"
162,111,"Clueless Bucket","Cameron","Zellweger",4,"2.99",95,"13.99","R"
179,111,"Conquerer Nuts","Cameron","Zellweger",4,"4.99",173,"14.99","G"
194,111,"Crow Grease","Cameron","Zellweger",6,"0.99",104,"22.99","PG"
325,111,"Floats Garden","Cameron","Zellweger",6,"2.99",145,"29.99","PG-13"
359,111,"Gladiator Westward","Cameron","Zellweger",6,"4.99",173,"20.99","PG"
382,111,"Grit Clockwork","Cameron","Zellweger",3,"0.99",137,"21.99","PG"
403,111,"Harry Idaho","Cameron","Zellweger",5,"4.99",121,"18.99","PG-13"
407,111,"Hawk Chill","Cameron","Zellweger",5,"0.99",47,"12.99","PG-13"
414,111,"Hellfighters Sierra","Cameron","Zellweger",3,"2.99",75,"23.99","PG"
474,111,"Jade Bunch","Cameron","Zellweger",6,"2.99",174,"21.99","NC-17"
489,111,"Juggler Hardly","Cameron","Zellweger",4,"0.99",54,"14.99","PG-13"
508,111,"Lambs Cincinatti","Cameron","Zellweger",6,"4.99",144,"18.99","PG-13"
555,111,"Mallrats United","Cameron","Zellweger",4,"0.99",133,"25.99","PG"
603,111,"Movie Shakespeare","Cameron","Zellweger",6,"4.99",53,"27.99","PG"
608,111,"Murder Antitrust","Cameron","Zellweger",6,"2.99",166,"11.99","PG"
643,111,"Orient Closer","Cameron","Zellweger",3,"2.99",118,"22.99","R"
669,111,"Pearl Destiny","Cameron","Zellweger",3,"2.99",74,"10.99","NC-17"
679,111,"Pilot Hoosiers","Cameron","Zellweger",6,"2.99",50,"17.99","PG"
680,111,"Pinocchio Simon","Cameron","Zellweger",4,"4.99",103,"21.99","PG"
699,111,"Private Drop","Cameron","Zellweger",7,"4.99",106,"26.99","PG"
731,111,"Right Cranes","Cameron","Zellweger",7,"4.99",153,"29.99","PG-13"
732,111,"Rings Heartbreakers","Cameron","Zellweger",5,"0.99",58,"17.99","G"
737,111,"Rock Instinct","Cameron","Zellweger",4,"0.99",102,"28.99","G"
744,111,"Roots Remember","Cameron","Zellweger",4,"0.99",89,"23.99","PG-13"
777,111,"Secretary Rouge","Cameron","Zellweger",5,"4.99",158,"10.99","PG"
847,111,"Stock Glass","Cameron","Zellweger",7,"2.99",160,"10.99","PG"
894,111,"Tomatoes Hellfighters","Cameron","Zellweger",6,"0.99",68,"23.99","PG"
919,111,"Tycoon Gathering","Cameron","Zellweger",3,"4.99",82,"17.99","G"
962,111,"Wasteland Divine","Cameron","Zellweger",7,"2.99",85,"18.99","PG"
973,111,"Wife Turn","Cameron","Zellweger",3,"4.99",183,"27.99","NC-17"
34,112,"Arabia Dogma","Russell","Bacall",6,"0.99",62,"29.99","NC-17"
37,112,"Arizona Bang","Russell","Bacall",3,"2.99",121,"28.99","PG"
151,112,"Cincinatti Whisperer","Russell","Bacall",5,"4.99",143,"26.99","NC-17"
173,112,"Confessions Maguire","Russell","Bacall",7,"4.99",65,"25.99","PG-13"
188,112,"Crazy Home","Russell","Bacall",7,"2.99",136,"24.99","PG"
231,112,"Dinosaur Secretary","Russell","Bacall",7,"2.99",63,"27.99","R"
312,112,"Fiddler Lost","Russell","Bacall",4,"4.99",75,"20.99","R"
322,112,"Flatliners Killer","Russell","Bacall",5,"2.99",100,"29.99","G"
443,112,"Hurricane Affair","Russell","Bacall",6,"2.99",49,"11.99","PG"
450,112,"Idols Snatchers","Russell","Bacall",5,"2.99",84,"29.99","NC-17"
565,112,"Matrix Snowman","Russell","Bacall",6,"4.99",56,"9.99","PG-13"
603,112,"Movie Shakespeare","Russell","Bacall",6,"4.99",53,"27.99","PG"
606,112,"Mummy Creatures","Russell","Bacall",3,"0.99",160,"15.99","NC-17"
654,112,"Panky Submarine","Russell","Bacall",4,"4.99",93,"19.99","G"
666,112,"Paycheck Wait","Russell","Bacall",4,"4.99",145,"27.99","PG-13"
700,112,"Prix Undefeated","Russell","Bacall",4,"2.99",115,"13.99","R"
728,112,"Reunion Witches","Russell","Bacall",3,"0.99",63,"26.99","R"
772,112,"Sea Virgin","Russell","Bacall",4,"2.99",80,"24.99","PG"
796,112,"Sierra Divide","Russell","Bacall",3,"0.99",135,"12.99","NC-17"
817,112,"Soldiers Evolution","Russell","Bacall",7,"4.99",185,"27.99","R"
829,112,"Spinal Rocky","Russell","Bacall",7,"2.99",138,"12.99","PG-13"
856,112,"Streetcar Intentions","Russell","Bacall",5,"4.99",73,"11.99","R"
865,112,"Sunrise League","Russell","Bacall",3,"4.99",135,"19.99","PG-13"
869,112,"Suspects Quills","Russell","Bacall",4,"2.99",47,"22.99","PG"
988,112,"Worker Tarzan","Russell","Bacall",7,"2.99",139,"26.99","R"
35,113,"Arachnophobia Rollercoaster","Morgan","Hopkins",4,"2.99",147,"24.99","PG-13"
84,113,"Boiled Dares","Morgan","Hopkins",7,"4.99",102,"13.99","PG"
116,113,"Candidate Perdition","Morgan","Hopkins",4,"2.99",70,"10.99","R"
181,113,"Contact Anonymous","Morgan","Hopkins",7,"2.99",166,"10.99","PG-13"
218,113,"Deceiver Betrayed","Morgan","Hopkins",7,"0.99",122,"22.99","NC-17"
249,113,"Dracula Crystal","Morgan","Hopkins",7,"0.99",176,"26.99","G"
258,113,"Drums Dynamite","Morgan","Hopkins",6,"0.99",96,"11.99","PG"
292,113,"Excitement Eve","Morgan","Hopkins",3,"0.99",51,"20.99","G"
322,113,"Flatliners Killer","Morgan","Hopkins",5,"2.99",100,"29.99","G"
353,113,"Gentlemen Stage","Morgan","Hopkins",6,"2.99",125,"22.99","NC-17"
403,113,"Harry Idaho","Morgan","Hopkins",5,"4.99",121,"18.99","PG-13"
525,113,"Loathing Legally","Morgan","Hopkins",4,"0.99",140,"29.99","R"
642,113,"Order Betrayed","Morgan","Hopkins",7,"2.99",120,"13.99","PG-13"
656,113,"Papi Necklace","Morgan","Hopkins",3,"0.99",128,"9.99","PG"
674,113,"Pet Haunting","Morgan","Hopkins",3,"0.99",99,"11.99","PG"
680,113,"Pinocchio Simon","Morgan","Hopkins",4,"4.99",103,"21.99","PG"
700,113,"Prix Undefeated","Morgan","Hopkins",4,"2.99",115,"13.99","R"
719,113,"Records Zorro","Morgan","Hopkins",7,"4.99",182,"11.99","PG"
723,113,"Reign Gentlemen","Morgan","Hopkins",3,"2.99",82,"29.99","PG-13"
726,113,"Reservoir Adaptation","Morgan","Hopkins",7,"2.99",61,"29.99","PG-13"
732,113,"Rings Heartbreakers","Morgan","Hopkins",5,"0.99",58,"17.99","G"
748,113,"Rugrats Shakespeare","Morgan","Hopkins",4,"0.99",109,"16.99","PG-13"
838,113,"Stagecoach Armageddon","Morgan","Hopkins",5,"4.99",112,"25.99","R"
890,113,"Tights Dawn","Morgan","Hopkins",5,"0.99",172,"14.99","R"
921,113,"Uncut Suicides","Morgan","Hopkins",7,"2.99",172,"29.99","PG-13"
969,113,"West Lion","Morgan","Hopkins",4,"4.99",159,"29.99","G"
981,113,"Wolves Desire","Morgan","Hopkins",7,"0.99",55,"13.99","NC-17"
13,114,"Ali Forever","Morgan","Mcdormand",4,"4.99",150,"21.99","PG"
68,114,"Betrayed Rear","Morgan","Mcdormand",5,"4.99",122,"26.99","NC-17"
90,114,"Boulevard Mob","Morgan","Mcdormand",3,"0.99",63,"11.99","R"
162,114,"Clueless Bucket","Morgan","Mcdormand",4,"2.99",95,"13.99","R"
188,114,"Crazy Home","Morgan","Mcdormand",7,"2.99",136,"24.99","PG"
194,114,"Crow Grease","Morgan","Mcdormand",6,"0.99",104,"22.99","PG"
210,114,"Darko Dorado","Morgan","Mcdormand",3,"4.99",130,"13.99","NC-17"
237,114,"Divorce Shining","Morgan","Mcdormand",3,"2.99",47,"21.99","G"
254,114,"Driver Annie","Morgan","Mcdormand",4,"2.99",159,"11.99","PG-13"
305,114,"Fatal Haunted","Morgan","Mcdormand",6,"2.99",91,"24.99","PG"
339,114,"Frogmen Breaking","Morgan","Mcdormand",5,"0.99",111,"17.99","R"
420,114,"Holes Brannigan","Morgan","Mcdormand",7,"4.99",128,"27.99","PG"
425,114,"Holy Tadpole","Morgan","Mcdormand",6,"0.99",88,"20.99","R"
452,114,"Illusion Amelie","Morgan","Mcdormand",4,"0.99",122,"15.99","R"
538,114,"Loverboy Attacks","Morgan","Mcdormand",7,"0.99",162,"19.99","PG-13"
619,114,"Neighbors Charade","Morgan","Mcdormand",3,"0.99",161,"20.99","R"
757,114,"Sagebrush Clueless","Morgan","Mcdormand",4,"2.99",106,"28.99","G"
807,114,"Sleuth Orient","Morgan","Mcdormand",4,"0.99",87,"25.99","NC-17"
827,114,"Spice Sorority","Morgan","Mcdormand",5,"4.99",141,"22.99","NC-17"
841,114,"Star Operation","Morgan","Mcdormand",5,"2.99",181,"9.99","PG"
861,114,"Suit Walls","Morgan","Mcdormand",3,"4.99",111,"12.99","R"
866,114,"Sunset Racer","Morgan","Mcdormand",6,"0.99",48,"28.99","NC-17"
913,114,"Troopers Metal","Morgan","Mcdormand",3,"0.99",115,"20.99","R"
961,114,"Wash Heavenly","Morgan","Mcdormand",7,"4.99",161,"22.99","R"
993,114,"Wrong Behavior","Morgan","Mcdormand",6,"2.99",178,"10.99","PG-13"
49,115,"Badman Dawn","Harrison","Bale",6,"2.99",162,"22.99","R"
52,115,"Ballroom Mockingbird","Harrison","Bale",6,"0.99",173,"29.99","G"
245,115,"Double Wrath","Harrison","Bale",4,"0.99",177,"28.99","R"
246,115,"Doubtfire Labyrinth","Harrison","Bale",5,"4.99",154,"16.99","R"
277,115,"Elephant Trojan","Harrison","Bale",4,"4.99",126,"24.99","PG-13"
302,115,"Fantasia Park","Harrison","Bale",5,"2.99",131,"29.99","G"
379,115,"Greedy Roots","Harrison","Bale",7,"0.99",166,"14.99","R"
383,115,"Groove Fiction","Harrison","Bale",6,"0.99",111,"13.99","NC-17"
391,115,"Half Outfield","Harrison","Bale",6,"2.99",146,"25.99","PG-13"
428,115,"Homicide Peach","Harrison","Bale",6,"2.99",141,"21.99","PG-13"
506,115,"Lady Stage","Harrison","Bale",4,"4.99",67,"14.99","PG"
531,115,"Lose Inch","Harrison","Bale",3,"0.99",137,"18.99","R"
607,115,"Muppet Mile","Harrison","Bale",5,"4.99",50,"18.99","PG"
615,115,"Nash Chocolat","Harrison","Bale",6,"2.99",180,"21.99","PG-13"
661,115,"Past Suicides","Harrison","Bale",5,"4.99",157,"17.99","PG-13"
671,115,"Perdition Fargo","Harrison","Bale",7,"4.99",99,"27.99","NC-17"
686,115,"Pluto Oleander","Harrison","Bale",5,"4.99",84,"9.99","R"
703,115,"Punk Divorce","Harrison","Bale",6,"4.99",100,"18.99","PG"
714,115,"Random Go","Harrison","Bale",6,"2.99",73,"29.99","NC-17"
740,115,"Rollercoaster Bringing","Harrison","Bale",5,"2.99",153,"13.99","PG-13"
754,115,"Rushmore Mermaid","Harrison","Bale",6,"2.99",150,"17.99","PG-13"
846,115,"Sting Personal","Harrison","Bale",3,"4.99",93,"9.99","NC-17"
887,115,"Thief Pelican","Harrison","Bale",5,"4.99",135,"28.99","PG-13"
952,115,"Wagon Jaws","Harrison","Bale",7,"2.99",152,"17.99","PG"
955,115,"Walls Artist","Harrison","Bale",7,"4.99",135,"19.99","PG"
966,115,"Wedding Apollo","Harrison","Bale",3,"0.99",70,"14.99","PG"
985,115,"Wonderland Christmas","Harrison","Bale",4,"4.99",111,"19.99","PG"
994,115,"Wyoming Storm","Harrison","Bale",6,"4.99",100,"29.99","PG-13"
36,116,"Argonauts Town","Dan","Streep",7,"0.99",127,"12.99","PG-13"
48,116,"Backlash Undefeated","Dan","Streep",3,"4.99",118,"24.99","PG-13"
88,116,"Born Spinal","Dan","Streep",7,"4.99",179,"17.99","PG"
90,116,"Boulevard Mob","Dan","Streep",3,"0.99",63,"11.99","R"
105,116,"Bull Shawshank","Dan","Streep",6,"0.99",125,"21.99","NC-17"
128,116,"Catch Amistad","Dan","Streep",7,"0.99",183,"10.99","G"
336,116,"French Holiday","Dan","Streep",5,"4.99",99,"22.99","PG"
338,116,"Frisco Forrest","Dan","Streep",6,"4.99",51,"23.99","PG"
384,116,"Grosse Wonderful","Dan","Streep",5,"4.99",49,"19.99","R"
412,116,"Heavyweights Beast","Dan","Streep",6,"4.99",102,"25.99","G"
420,116,"Holes Brannigan","Dan","Streep",7,"4.99",128,"27.99","PG"
451,116,"Igby Maker","Dan","Streep",7,"4.99",160,"12.99","NC-17"
481,116,"Jekyll Frogmen","Dan","Streep",4,"2.99",58,"22.99","PG"
492,116,"Jungle Closer","Dan","Streep",6,"0.99",134,"11.99","NC-17"
584,116,"Mixed Doors","Dan","Streep",6,"2.99",180,"26.99","PG-13"
606,116,"Mummy Creatures","Dan","Streep",3,"0.99",160,"15.99","NC-17"
622,116,"Newsies Story","Dan","Streep",4,"0.99",159,"25.99","G"
647,116,"Outfield Massacre","Dan","Streep",4,"0.99",129,"18.99","NC-17"
653,116,"Panic Club","Dan","Streep",3,"4.99",102,"15.99","G"
742,116,"Roof Champion","Dan","Streep",7,"0.99",101,"25.99","R"
784,116,"Shanghai Tycoon","Dan","Streep",7,"2.99",47,"20.99","PG"
844,116,"Steers Armageddon","Dan","Streep",6,"4.99",140,"16.99","PG"
939,116,"Vertigo Northwest","Dan","Streep",4,"2.99",90,"17.99","R"
956,116,"Wanda Chamber","Dan","Streep",7,"4.99",107,"23.99","PG-13"
10,117,"Aladdin Calendar","Renee","Tracy",6,"4.99",63,"24.99","NC-17"
15,117,"Alien Center","Renee","Tracy",5,"2.99",46,"10.99","NC-17"
42,117,"Artist Coldblooded","Renee","Tracy",5,"2.99",170,"10.99","NC-17"
167,117,"Coma Head","Renee","Tracy",6,"4.99",109,"10.99","NC-17"
178,117,"Connection Microcosmos","Renee","Tracy",6,"0.99",115,"25.99","G"
190,117,"Creepers Kane","Renee","Tracy",5,"4.99",172,"23.99","NC-17"
197,117,"Crusade Honey","Renee","Tracy",4,"2.99",112,"27.99","R"
224,117,"Desperate Trainspotting","Renee","Tracy",7,"4.99",81,"29.99","G"
246,117,"Doubtfire Labyrinth","Renee","Tracy",5,"4.99",154,"16.99","R"
273,117,"Effect Gladiator","Renee","Tracy",6,"0.99",107,"14.99","PG"
298,117,"Eyes Driving","Renee","Tracy",4,"2.99",172,"13.99","PG-13"
316,117,"Fire Wolves","Renee","Tracy",5,"4.99",173,"18.99","R"
337,117,"Frida Slipper","Renee","Tracy",6,"2.99",73,"11.99","R"
395,117,"Handicap Boondock","Renee","Tracy",4,"0.99",108,"28.99","R"
423,117,"Hollywood Anonymous","Renee","Tracy",7,"0.99",69,"29.99","PG"
432,117,"Hope Tootsie","Renee","Tracy",4,"2.99",139,"22.99","NC-17"
459,117,"Informer Double","Renee","Tracy",4,"4.99",74,"23.99","NC-17"
468,117,"Invasion Cyclone","Renee","Tracy",5,"2.99",97,"12.99","PG"
550,117,"Maguire Apache","Renee","Tracy",6,"2.99",74,"22.99","NC-17"
578,117,"Million Ace","Renee","Tracy",4,"4.99",142,"16.99","PG-13"
707,117,"Quest Mussolini","Renee","Tracy",5,"2.99",177,"29.99","R"
710,117,"Rage Games","Renee","Tracy",4,"4.99",120,"18.99","R"
738,117,"Rocketeer Mother","Renee","Tracy",3,"0.99",178,"27.99","PG-13"
739,117,"Rocky War","Renee","Tracy",4,"4.99",145,"17.99","PG-13"
778,117,"Secrets Paradise","Renee","Tracy",3,"4.99",109,"24.99","G"
783,117,"Shane Darkness","Renee","Tracy",5,"2.99",93,"22.99","PG"
785,117,"Shawshank Bubble","Renee","Tracy",6,"4.99",80,"20.99","PG"
797,117,"Silence Kane","Renee","Tracy",7,"0.99",67,"23.99","R"
812,117,"Smoking Barbarella","Renee","Tracy",7,"0.99",50,"13.99","PG-13"
831,117,"Spirited Casualties","Renee","Tracy",5,"0.99",138,"20.99","PG-13"
864,117,"Sundance Invasion","Renee","Tracy",5,"0.99",92,"21.99","NC-17"
887,117,"Thief Pelican","Renee","Tracy",5,"4.99",135,"28.99","PG-13"
926,117,"Untouchables Sunrise","Renee","Tracy",5,"2.99",120,"11.99","NC-17"
35,118,"Arachnophobia Rollercoaster","Cuba","Allen",4,"2.99",147,"24.99","PG-13"
39,118,"Armageddon Lost","Cuba","Allen",5,"0.99",99,"10.99","G"
41,118,"Arsenic Independence","Cuba","Allen",4,"0.99",137,"17.99","PG"
49,118,"Badman Dawn","Cuba","Allen",6,"2.99",162,"22.99","R"
55,118,"Barbarella Streetcar","Cuba","Allen",6,"2.99",65,"27.99","G"
136,118,"Chaplin License","Cuba","Allen",7,"2.99",146,"26.99","NC-17"
141,118,"Chicago North","Cuba","Allen",6,"4.99",185,"11.99","PG-13"
151,118,"Cincinatti Whisperer","Cuba","Allen",5,"4.99",143,"26.99","NC-17"
